,ID,volume (voxel counting),Sphericity,Surface area (mesh),Skewness,Minimum Intensity,Mean,Maximum Intensity,Kurtosis,Correlat,Contrast,AngScMom,Entropy,GLCM difference average,InvDfMom,NGTDM coarseness,NGTDM contrast,NGTDM busyness,ShrtREmp,LngREmph,GLRLM Low Gray Level Run Emphasis,GLRLM High Gray Level Run Emphasis,GLRLM Short Run Low Gray Level Emphasis,GLRLM Short Run High Gray Level Emphasis,GLRLM Long Run Low Gray Level Emphasis,GLRLM Long Run High Gray Level Emphasis,GlevNonU,RLNonUni,GLRLM Run Percentage
0,R01-031,0,0,0,0.44691377,0,33233.919,0,-0.81482917,0.4152464584,0.414119505,0.46587828,0.431844852,0,0.4150149228,0,0,0,5.01339285,17.0669645,0,0,0,0,0,0,40.8348215,0.35242471,0
0,R01-032,0,0,0,-0.58228335,0,33562.818,0,-0.94546324,0.469384496,0.488598272,0.509764444,0.472026748,0,0.479453192,0,0,0,36.7068795,100.300166,0,0,0,0,0,0,28.979588,0.38750507,0
0,R01-033,0,0,0,-0.35099328,0,33515.833,0,-1.0358315,0.50454953,0.495430458,0.51571781,0.474853258,0,0.471054024,0,0,0,14.8563965,50.734196,0,0,0,0,0,0,20.915132,0.309107435,0
0,R01-034,0,0,0,-1.5729763,0,33699.173,0,1.6968653,0.439768504,0.456092174,0.477019536,0.451320822,0,0.443683964,0,0,0,98.6546705,187.70668,0,0,0,0,0,0,11.979393,0.507224255,0
0,R01-035,0,0,0,-1.3623155,0,33711.797,0,1.13866,0.461539942,0.472005642,0.504468232,0.469241926,0,0.47405616,0,0,0,36.789608,90.420785,0,0,0,0,0,0,19.348137,0.43058094,0
0,R01-036,0,0,0,-3.0420438,0,33795.979,0,10.603522,0.465149946,0.478889284,0.487252888,0.437657022,0,0.470363894,0,0,0,85.541245,224.655005,0,0,0,0,0,0,37.019616,0.430316735,0
0,R01-037,0,0,0,0.090433761,0,33385.07,0,-1.29064,0.486579864,0.502541426,0.521887434,0.498911826,0,0.495045222,0,0,0,35.8720495,127.44552,0,0,0,0,0,0,53.908095,0.35377216,0
0,R01-038,0,0,0,-0.3518801,0,33440.929,0,-0.55648083,0.4,0.4,0.4,0.4,0,0.4,0,0,0,2.3333333,6,0,0,0,0,0,0,23.666667,0.061342593,0
0,R01-039,0,0,0,0.0010098346,0,33404.526,0,-1.6143393,0.497038786,0.52009535,0.520063878,0.490032952,0,0.488330254,0,0,0,9.07280705,52.945614,0,0,0,0,0,0,81.650548,0.255661185,0
0,R01-040,0,0,0,-1.5052099,0,33692.7,0,1.4968203,0.4308123606,0.481186844,0.462856004,0.4350192476,0,0.476627588,0,0,0,71.4314565,153.192555,0,0,0,0,0,0,13.318407,0.4617914,0
0,R01-041,0,0,0,0.44922523,0,33358.451,0,-0.87165638,0.50375084,0.519842932,0.5298285988,0.498450882,0,0.509467886,0,0,0,7.33516485,40.631258,0,0,0,0,0,0,83.904151,0.246807945,0
0,R01-042,0,0,0,-0.18150088,0,33669.762,0,1.7565313,0.477041448,0.47497811,0.505980182,0.475742042,0,0.46614727,0,0,0,202.96173,434.03102,0,0,0,0,0,0,20.5859935,0.451928,0
0,R01-043,0,0,0,0.64274396,0,33297.75,0,-0.89069304,0.3893210978,0.476341996,0.477175732,0.3946494626,0,0.4980629606,0,0,0,3.05050505,6.8080808,0,0,0,0,0,0,18.1515155,0.35532055,0
0,R01-044,0,0,0,0.64766177,0,33260.009,0,-0.8635941,0.401721702,0.40170872676,0.40169201366,0.40171700486,0,0.40171935746,0,0,0,2.6395664,28.5528455,0,0,0,0,0,0,262.27552,0.1012377005,0
0,R01-045,0,0,0,1.0322387,0,33168.816,0,1.3775894,0.4013075828,0.4288163384,0.4558764308,0.4012373438,0,0.4012850794,0,0,0,3.3525641,26.7564105,0,0,0,0,0,0,167.94017,0.17017295,0
0,R01-046,0,0,0,-1.0623125,0,33638.214,0,0.058646697,0.45172037,0.448266042,0.501164776,0.462007596,0,0.4302398392,0,0,0,61.5726365,129.9036235,0,0,0,0,0,0,15.7432952,0.427654685,0
0,R01-047,0,0,0,0.62549356,0,33305.549,0,-0.78764206,0.4280131896,0.471787494,0.512750288,0.440902322,0,0.498984578,0,0,0,7.62,23.6788235,0,0,0,0,0,0,27.204706,0.28976022,0
0,R01-048,0,0,0,-0.89570528,0,827.20739,0,-0.68921997,3.1204522404,2.0834644298,1.933139599,4.2148337518,0,2.86891962,0,0,0,233.714785,31.208811,0,0,0,0,0,0,2.78171295,0.8358291,0
0,R01-049,0,0,0,0.24459766,0,565.19298,0,-0.52358352,1.1632598424,1.1231062806,1.0543761442,1.6610627698,0,1.5459230488,0,0,0,118.01325,22.893928,0,0,0,0,0,0,1.97281325,0.83588651,0
0,R01-050,0,0,0,0.23933857,0,33335.905,0,-1.3537938,0.44404028,0.461482808,0.496907594,0.46450521,0,0.4287264082,0,0,0,15.980655,47.380952,0,0,0,0,0,0,45.544643,0.403392255,0
0,R01-051,0,0,0,-0.91090321,0,33788.216,0,2.6709321,0.4333174378,0.4150039406,0.444458128,0.41981762082,0,0.41594665,0,0,0,127.6229495,192.792465,0,0,0,0,0,0,6.47581305,0.57416581,0
0,R01-052,0,0,0,-1.7480655,0,33708.36,0,2.1785718,0.518842166,0.530182716,0.532446728,0.51030524,0,0.52379574,0,0,0,19.114318,89.707103,0,0,0,0,0,0,71.952402,0.264605835,0
0,R01-053,0,0,0,0.071007848,0,33438.503,0,-1.3786887,0.5263496916,0.5447532454,0.5491973074,0.502820787,0,0.5309006412,0,0,0,3.6348707,35.4577215,0,0,0,0,0,0,188.110235,0.096202118,0
0,R01-054,0,0,0,-3.2333289,0,33797.634,0,11.70142,0.448321304,0.457689318,0.467024366,0.443648092,0,0.448459984,0,0,0,319.95445,694.18244,0,0,0,0,0,0,29.7759335,0.485373435,0
0,R01-055,0,0,0,-0.06981072,0,33457.056,0,-1.5696127,0.44327145,0.483635488,0.493216864,0.442914722,0,0.472656586,0,0,0,10.0261628,25.0658915,0,0,0,0,0,0,10.22577535,0.34279117,0
0,R01-056,0,0,0,-1.0638218,0,33627.096,0,-0.22920176,0.480213138,0.492794774,0.498759676,0.46871556,0,0.477514186,0,0,0,72.3089885,200.850855,0,0,0,0,0,0,24.8730885,0.406082995,0
0,R01-057,0,0,0,1.2031104,0,33112.883,0,1.1318534,0.4,0.4,0.4,0.4,0,0.4,0,0,0,2.1835749,20.5,0,0,0,0,0,0,225.774155,0.0105534553,0
0,R01-058,0,0,0,-0.45546579,0,33485.717,0,-1.0704782,0.490426564,0.5193105636,0.5272729994,0.47775513,0,0.5110664182,0,0,0,5.14361,40.2061925,0,0,0,0,0,0,132.222335,0.176369775,0
0,R01-059,0,0,0,-0.48009359,0,33205.382,0,-0.30113813,0.4,0.4,0.4,0.4,0,0.4,0,0,0,3.3015873,8,0,0,0,0,0,0,51.126984,0.02407431,0
0,R01-060,0,0,0,-0.21226087,0,33388.805,0,0.56531236,0.451246716,0.4514959752,0.5023782296,0.4508867602,0,0.4512856802,0,0,0,2.22727275,16.609091,0,0,0,0,0,0,48.2704545,0.15183023,0
0,R01-061,0,0,0,0.92644926,0,33186.591,0,0.79041943,0.4,0.4,0.4,0.4,0,0.4,0,0,0,3.05982905,15.5,0,0,0,0,0,0,98.6987185,0.024995694,0
