ID,original_shape_VoxelVolume,original_shape_Sphericity,original_shape_SurfaceArea,original_firstorder_Skewness,original_firstorder_Minimum,original_firstorder_Mean,original_firstorder_Maximum,original_firstorder_Kurtosis,original_glcm_Correlation,original_glcm_Contrast,original_glcm_JointEnergy,original_glcm_JointEntropy,original_glcm_DifferenceAverage,original_glcm_Idmn,original_ngtdm_Coarseness,original_ngtdm_Contrast,original_ngtdm_Busyness,original_glrlm_ShortRunEmphasis,original_glrlm_LongRunEmphasis,original_glrlm_LowGrayLevelRunEmphasis,original_glrlm_HighGrayLevelRunEmphasis,original_glrlm_ShortRunLowGrayLevelEmphasis,original_glrlm_ShortRunHighGrayLevelEmphasis,original_glrlm_LongRunLowGrayLevelEmphasis,original_glrlm_LongRunHighGrayLevelEmphasis,original_gldm_GrayLevelNonUniformity,original_glrlm_RunLengthNonUniformity,original_glrlm_RunPercentage
001,816.6693449020386,0.6113410384120037,683.154421825549,-0.9925994283741588,212.0,884.8855776306108,1178.0,2.9688040334792274,0.6184242820276543,34.01831189409586,0.01231103967621718,7.877516053678577,4.006693418048645,0.980569837495798,0.00305890955842765,0.23403898858385236,0.2300713017957239,0.9192611895855418,1.4857523436503006,0.002879171940151533,806.3161454170654,0.002787442197426276,719.1508898229193,0.003397528144891321,1338.8519669467098,172.39955849889625,1947.8621140410128,0.8822946736854019
002,1058.4289341702313,0.6697542132883867,743.0145220215828,-1.5061791908568498,197.0,923.3007626310773,1168.0,4.583928197818182,0.37773652459586615,39.04359996571918,0.01466237337646281,7.309710499802482,4.087472789217108,0.9785267711483948,0.002667281880027623,0.20377983516183185,0.21896300326427007,0.9248920468871596,1.405968615800907,0.002326088178229589,950.5474321391921,0.0022558710029048864,864.3499108698422,0.002696183587600883,1420.7924616276966,177.42040038131557,1545.0550605726212,0.8948082422820268
003,727.294921875,0.657886494938876,588.9834313082966,-1.4737305347364444,209.0,981.034743202417,1314.0,4.758522848530903,0.21336518315986894,54.00476657490866,0.010622104037207564,7.6246598338143095,4.7919860140599075,0.9766911322219723,0.004555097258627494,0.21981941545800676,0.11779948124056724,0.9329971910814104,1.3452625669026852,0.0022752239980063506,1041.079279397682,0.002216645867144842,960.6445184168359,0.002574126164367545,1456.6930591100345,97.28851963746223,1009.5306197281025,0.9073320938879852
004,663.0741882324219,0.5200608221085434,698.5395226079668,-1.3983421755532122,0.0,949.3206205559147,1390.0,4.179931414290421,0.3922712403003902,86.67137011754927,0.006067924264360715,8.392327190427624,6.128299205546251,0.9758923121010477,0.004514049078453368,0.3621182038758323,0.0801800554235653,0.9475936495059292,1.245414841491075,0.001989188191393564,1564.6575748306884,0.0019542729423954555,1468.2677067798065,0.002147914754786713,2017.8923332280915,79.5934065934066,1253.5682959023422,0.9294415991248572
005,4448.2722878456125,0.6366644789899022,2050.5677544098226,-2.5198943292841003,241.0,998.1085714285713,1415.0,10.191593958181269,0.4389221593925067,13.228488057228383,0.03637875659543453,6.004982489868883,2.1639848842842757,0.9945714323780472,0.00042150333771435853,0.03502375743332407,1.0453937719953443,0.8541816027997722,1.967041804852448,0.0013035817190018982,987.1970099951164,0.0011661138062229676,829.0548192871114,0.002205926258568982,2039.2502411633027,2501.5711879699247,9130.902073863446,0.7986211683053788
006,4181.261747727236,0.5484699492803264,2277.317491629318,-0.976201514512094,180.0,851.8336421952957,1112.0,2.9751803871445577,0.7796150993619796,23.560821191045733,0.01999528783616303,7.692076270059628,3.094256048278439,0.9850858278214149,0.001539018271986079,0.19747231105026494,0.468029363544177,0.8770992946270808,2.0026757767431262,0.003798895110555357,765.6413220154973,0.003618214464726776,637.1708840430656,0.004983532471497757,1882.7017208120224,481.74982181040633,4150.192501940665,0.8094193760622842
008,6123.09375,0.6805991720823986,2369.97257826871,0.4698747279778476,54.0,571.217720821276,1409.0,2.096167302961702,0.8345265360370266,34.297482899980565,0.0020187796794428037,9.397601596528435,4.408236559483292,0.9891370440100732,0.002032329723804105,0.18743393555745275,0.5119954078091871,0.9430956285078391,1.2684361433312157,0.006200902036129853,552.4261044359562,0.005965027470787329,514.6936477597005,0.00726738475898218,740.6346105189647,222.39148408433238,5781.232471650915,0.92376591301767
010,44737.700903477366,0.5081558471446763,11982.771341665375,-3.501654298105761,17.0,1028.6078459021942,1218.0,18.224214206488256,0.6421189128237089,7.9545064588574705,0.05592017647340645,5.3427547706128165,1.6098377278597855,0.996865845347602,6.784063433711002e-05,0.016118246271183037,4.173792249353765,0.8171070868455159,2.388776981187474,0.0006557682003370537,1724.661416936467,0.0005543529287298689,1390.9553788976361,0.0014189651838247346,4269.243454360443,21126.381108165533,49646.42212417331,0.7470217563285418
011,6094.377337868596,0.5438671425353261,2958.3678330832786,-1.6563491058345563,174.0,982.3362394226897,1255.0,4.857556165873684,0.7566486509775022,22.112221807959028,0.020331688382777144,7.236258561975932,2.9880277992858235,0.9898305508095108,0.0003191012542892109,0.12571176614106255,1.3473599206128088,0.8914233784919227,1.6472254462119105,0.0017262478250783626,1169.5945202818227,0.001628604889624141,1017.4994311192853,0.0022752449961154155,2089.103621733577,2647.293930180593,17487.72251290664,0.8482953728933437
012,68862.8368473053,0.4531526337953972,17922.58044995513,1.0947475527467363,0.0,450.24826389659256,1238.0,3.6377393520730585,0.8181439596249382,29.420821626559096,0.0034535575220007745,9.036157291371598,3.6989402990064817,0.989074662980224,6.0612400584493224e-05,0.1441183651758546,20.785821222959065,0.917376990926132,1.4186608138542076,0.006863604055468576,431.20175315521834,0.006181615101856191,400.5216674583225,0.010469417055106376,585.2871131848337,9064.400597263946,161733.47014723206,0.8892897651733477
013,1387.9056644439695,0.6748767929534445,887.6267518572623,-2.0603160091419985,169.0,992.631504922644,1226.0,7.608034571725013,0.5485667038745021,20.23251791954736,0.017558272211365262,6.983298837399495,2.8888139869370937,0.990260806482386,0.0015951668948055644,0.0869904777526287,0.28405653447748713,0.8969849207976188,1.5868014960127133,0.0015044310855884767,1183.307782728427,0.0014232639241103747,1044.737858788288,0.0019584832921457165,1975.354728851985,481.87201125175807,3272.4236946456413,0.8582093012472759
014,2865.78369140625,0.5613924206602692,1731.0210839158042,0.9206180753638744,67.0,450.6843013225992,1123.0,3.020074122835028,0.7334061684689247,40.20059854443846,0.002978605167665548,9.1582606312149,4.6756492978879365,0.9800022483494992,0.002070408919633366,0.21549410828553286,1.0148388451712025,0.9453807385039216,1.258854208311187,0.00877229520505078,351.88955034781446,0.008351221957530753,334.80359322299887,0.010776158633311292,430.3619892229915,216.9555299980832,4194.145496108949,0.9264976924551392
015,31134.678792803363,0.6888447780676299,6941.594087471584,-3.29612413533493,86.0,1034.1037540775142,1298.0,16.484499475167777,0.5717403753880376,8.538573618680623,0.05189661004768634,5.459302610327906,1.5837710018374958,0.9966271248227306,8.635913022127742e-05,0.016540936020486202,3.4730015745689347,0.7880134349322836,2.79509023285434,0.0007792270369131612,1499.125053859631,0.0006447040800677733,1160.748518148011,0.0019114236169974995,4366.279963576343,16573.249284016147,37174.30518182767,0.7074941202988971
016,549.6848391603672,0.7262034031928163,443.0975133091693,-1.2216485622255755,261.0,917.3221117061972,1170.0,3.713317065587381,0.5169474002895413,36.56023256885156,0.016257912591329308,7.37563301327313,4.0460611490268334,0.9761967449838505,0.0054266257587747575,0.24978920881205,0.14007502561634105,0.9094711423107268,1.5400726372620086,0.004537072025863161,761.1526444084603,0.004406777225916163,670.4015641485067,0.0053118049474093106,1311.1517023976276,98.96939556235655,904.2531190902698,0.8719321993996823
017,2565.4769708206964,0.479820974137055,1880.2688436759213,1.095044447506904,0.0,392.76696599440595,1243.0,4.047362439778269,0.5601380594115141,69.61460747961307,0.001998479635344313,9.614863548627016,6.1758924218754885,0.9750298185180144,0.0011717351713617886,0.2512762360171901,1.2284157053566067,0.9602245282553172,1.175881927750155,0.016775735796725685,342.0666810902336,0.016222339153475433,329.7991378306812,0.01922075608678856,395.5954704865557,266.1756219637862,5796.110651353327,0.9470835362194112
018,50442.20733642578,0.5849267227137982,11279.062252383039,-1.822904971590961,31.0,926.2040226203767,1148.0,4.8793047178972015,0.8849844568348135,19.109166834637943,0.08940098453588186,5.646896241546399,1.9928009016776116,0.9916090429957448,7.608156876144851e-05,0.13423978762623515,4.8189914877981295,0.753998736775928,5.009277375200873,0.002567358562185747,1285.6616989161246,0.002226434162303747,887.2756576864957,0.006125462200766711,8029.3691142554435,21867.97326183635,34965.074882690904,0.6035725497759501
019,4264.5225524902335,0.4090235202707712,3095.8422673917285,-0.35894495777687635,88.0,738.9181729624419,1165.0,1.6817961384306357,0.6813813023088954,72.92671539401293,0.012913245708556596,8.743717274328421,5.580480071514387,0.967872944191178,0.0009068439794046027,0.5601742775971469,0.8122548001052233,0.9167380321586932,1.6119967392985994,0.004844801564563147,797.5623171412942,0.004654004347967346,690.2137375084781,0.005979761415693992,1647.2413493937079,438.7140383158351,6507.760275374632,0.8689252083558826
020,2027.0819091796875,0.4844266231733903,1592.841886118626,-0.9446596023382221,313.0,963.4607621829773,1258.0,3.5444727824639086,0.3745141594249439,34.29793414024985,0.005541879154178823,8.211780163707074,4.218687434266942,0.9795072970860736,0.0009393683637673061,0.14222392352591967,0.7783545511966877,0.940741696028478,1.2788821063973144,0.0020458696516892287,756.5369530517701,0.001965376921484279,705.103526971512,0.0024175065496522693,1000.3320412653,437.7117248705352,5949.222405276796,0.9210545131405574
021,1747.1532201766968,0.5067458147031004,1377.815462088696,0.3393728357314608,8.0,562.3595136378574,1132.0,1.6264701059807722,0.8053620530434491,61.17524462790789,0.003242981749434654,9.397288627313122,5.414104980934201,0.9743359236474546,0.0017427760059386484,0.4807452465684416,0.656429686365103,0.9361905780183414,1.3419550429511178,0.006049637740727309,657.8021756320878,0.0057401612805110655,598.0841449235896,0.007530037862552681,1014.4228715948982,194.7558330594808,4703.362259924533,0.9105260496979196
022,7294.7845458984375,0.4735421278628657,3830.730125747403,0.6628861940996515,69.0,531.0824474816502,1174.0,2.566108195051529,0.7631524337968154,40.72227213071485,0.0018707950878303489,9.533148361651453,4.812251683872364,0.9813401861553088,0.0007361163233470606,0.2504441543775288,2.473945438264252,0.9493644446020868,1.2304730016397285,0.005588003404195194,477.5291175186515,0.005331469168631157,453.1667036680964,0.006748471321121303,589.3055007828563,525.9455833966083,12911.52537898311,0.9327093433015984
023,59105.73309987932,0.33872107681037644,21641.203559887213,0.004302326326245588,28.0,684.0320932149414,1797.0,1.3999430453992303,0.9328119885831933,25.752834220040718,0.0071633219412944186,8.719980960554668,3.097140656812549,0.9950995609305124,0.00014405496171094714,0.15403699880299698,3.0810513809242086,0.8753392670029562,1.795760891566721,0.004236597911109557,879.2594203542793,0.0036870347843182476,750.7176673651134,0.007506385055614797,1768.4855869776925,5274.792634221273,80135.83381955468,0.8263332785756075
