Morphology,Volume,2005.11
Morphology,approximate volume,2344
Morphology,Surface,1098.56
Morphology,Surface to volume ratio,0.547879
Morphology,Compactness1,0.0310691
Morphology,Compactness2,0.342972
Morphology,Spherical disproportion,1.42861
Morphology,sphericity,0.699981
Morphology,asphericity,0.28736
Morphology,center of mass shift,inf
Morphology,maximum 3D diameter,0
Morphology,major axis length,1.49736e-22
Morphology,minor axis length,0
Morphology,least axis length,-nan(ind)
Morphology,elongation,0
Morphology,flatness,-nan(ind)
Morphology,vol density AABB,0.214221
Morphology,area density AABB,0.378292
Morphology,vol density AEE,-nan(ind)
Morphology,integrated intensity,1.85238e+06
Morphology,Morans I,0.0475434
Morphology,Gearys C,0.90793
Local intensity,local intensity peak,570
Local intensity,global intensity peak,946
Statistics,mean,923.826
Statistics,variance,55171.1
Statistics,skewness,-1.4835
Statistics,kurtosis,1.81216
Statistics,median,1027
Statistics,minimum,27
Statistics,10th percentile,559
Statistics,90th percentile,1118
Statistics,maximum,1324
Statistics,Interquartile range,278
Statistics,range,1297
Statistics,Mean absolut deviation,184.745
Statistics,Robust mean absolute deviation,119.988
Statistics,Median absolute deviation,163.222
Statistics,Coefficient of variation,0.254253
Statistics,Quartile coefficient,0.147558
Statistics,Energy,2.66227e+08
Statistics,Root mean,953.219
intensity volume,volume at int fraction 10,0.989761
intensity volume,volume at int fraction 90,0.00682594
intensity volume,int at vol fraction 10,1122
intensity volume,int at vol fraction 90,560
intensity volume,difference vol at int fraction,0.982935
intensity volume,difference int at volume fraction,562
Intensity histogram,mean,77.4642
Intensity histogram,variance,88.1122
Intensity histogram,skewness,-1.47579
Intensity histogram,kurtosis,1.76407
Intensity histogram,median,82
Intensity histogram,minimum,42
Intensity histogram,10th percentile,63
Intensity histogram,90th percentile,85
Intensity histogram,maximum,93
Intensity histogram,mode,64
Intensity histogram,Interquartile range,11
Intensity histogram,range,51
Intensity histogram,Mean absolut deviation,7.39269
Intensity histogram,Robust mean absolute deviation,5.1395
Intensity histogram,Median absolut deviation,6.53584
Intensity histogram,Coefficient of variation,0.121176
Intensity histogram,Quartile coefficient,0.0700637
Intensity histogram,Entropy,4.58368
Intensity histogram,Uniformity,0.0610025
Intensity histogram,Energy,1.78402e+06
Intensity histogram,Maximum histogram gradient,12.5
Intensity histogram,Maximum histogram gradient grey level,81
Intensity histogram,Minimum histogram gradient,-11
Intensity histogram,Minimum histogram gradient grey level,85
glcmFeatures2Davg,joint maximum,0.0539085
glcmFeatures2Davg,joint average,74.3536
glcmFeatures2Davg,joint variance,72.0759
glcmFeatures2Davg,joint entropy,5.27991
glcmFeatures2Davg,difference average,8.96431
glcmFeatures2Davg,difference variance,51.8672
glcmFeatures2Davg,difference entropy,3.34219
glcmFeatures2Davg,sum average,148.707
glcmFeatures2Davg,sum variance,136.039
glcmFeatures2Davg,sum entropy,3.76997
glcmFeatures2Davg,angular second moment,0.0345077
glcmFeatures2Davg,contrast,152.264
glcmFeatures2Davg,dissimilarity,8.96431
glcmFeatures2Davg,inverse difference,0.239144
glcmFeatures2Davg,inverse difference normalised,0.917954
glcmFeatures2Davg,inverse difference moment,0.164843
glcmFeatures2Davg,inverse difference moment normalised,0.983403
glcmFeatures2Davg,inverse variance,0.178511
glcmFeatures2Davg,correlation,0.0197284
glcmFeatures2Davg,autocorrelation,5585.09
glcmFeatures2Davg,cluster tendency,136.039
glcmFeatures2Davg,cluster shade,-1517.75
glcmFeatures2Davg,cluster prominence,83094.2
glcmFeatures2Davg,first measure of information correlation,-0.574948
glcmFeatures2Davg,second measure of information correlation,0.984371
glcmFeatures2DDmrg,joint maximum,0.0266505
glcmFeatures2DDmrg,joint average,78.3616
glcmFeatures2DDmrg,joint variance,76.8938
glcmFeatures2DDmrg,joint entropy,7.44085
glcmFeatures2DDmrg,difference average,6.50254
glcmFeatures2DDmrg,difference variance,50.7818
glcmFeatures2DDmrg,difference entropy,4.06838
glcmFeatures2DDmrg,sum average,156.723
glcmFeatures2DDmrg,sum variance,214.277
glcmFeatures2DDmrg,sum entropy,5.10426
glcmFeatures2DDmrg,angular second moment,0.00874375
glcmFeatures2DDmrg,contrast,93.2979
glcmFeatures2DDmrg,dissimilarity,6.50254
glcmFeatures2DDmrg,inverse difference,0.295907
glcmFeatures2DDmrg,inverse difference normalised,0.939015
glcmFeatures2DDmrg,inverse difference moment,0.217741
glcmFeatures2DDmrg,inverse difference moment normalised,0.989756
glcmFeatures2DDmrg,inverse variance,0.22984
glcmFeatures2DDmrg,correlation,0.392435
glcmFeatures2DDmrg,autocorrelation,6170.83
glcmFeatures2DDmrg,cluster tendency,214.277
glcmFeatures2DDmrg,cluster shade,-4939.75
glcmFeatures2DDmrg,cluster prominence,240595
glcmFeatures2DDmrg,first measure of information correlation,-0.302963
glcmFeatures2DDmrg,second measure of information correlation,0.964069
glcmFeatures2Dmrg,joint maximum,0.0332587
glcmFeatures2Dmrg,joint average,74.3857
glcmFeatures2Dmrg,joint variance,71.9178
glcmFeatures2Dmrg,joint entropy,6.62633
glcmFeatures2Dmrg,difference average,8.75071
glcmFeatures2Dmrg,difference variance,55.2441
glcmFeatures2Dmrg,difference entropy,4.00826
glcmFeatures2Dmrg,sum average,148.771
glcmFeatures2Dmrg,sum variance,141.097
glcmFeatures2Dmrg,sum entropy,4.70958
glcmFeatures2Dmrg,angular second moment,0.0139073
glcmFeatures2Dmrg,contrast,146.574
glcmFeatures2Dmrg,dissimilarity,8.75071
glcmFeatures2Dmrg,inverse difference,0.243262
glcmFeatures2Dmrg,inverse difference normalised,0.919735
