Morphology,Volume,10105.7
Morphology,approximate volume,13984
Morphology,Surface,4338.07
Morphology,Surface to volume ratio,0.429269
Morphology,Compactness1,0.0199548
Morphology,Compactness2,0.141481
Morphology,Spherical disproportion,1.91911
Morphology,sphericity,0.521074
Morphology,asphericity,0.545455
Morphology,center of mass shift,inf
Morphology,maximum 3D diameter,0
Morphology,major axis length,0
Morphology,minor axis length,1.02901e-11
Morphology,least axis length,1.13082e-18
Morphology,elongation,inf
Morphology,flatness,inf
Morphology,vol density AABB,0.250638
Morphology,area density AABB,0.519405
Morphology,vol density AEE,inf
Morphology,integrated intensity,4.02873e+06
Morphology,Morans I,0.0662128
Morphology,Gearys C,0.986538
Local intensity,local intensity peak,267
Local intensity,global intensity peak,886
Statistics,mean,398.658
Statistics,variance,62799.9
Statistics,skewness,0.803818
Statistics,kurtosis,0.269455
Statistics,median,358
Statistics,minimum,0
Statistics,10th percentile,110
Statistics,90th percentile,735
Statistics,maximum,1240
Statistics,Interquartile range,326
Statistics,range,1240
Statistics,Mean absolut deviation,199.732
Statistics,Robust mean absolute deviation,135.04
Statistics,Median absolute deviation,196.797
Statistics,Coefficient of variation,0.628606
Statistics,Quartile coefficient,0.435829
Statistics,Energy,3.87581e+08
Statistics,Root mean,470.88
intensity volume,volume at int fraction 10,0.886156
intensity volume,volume at int fraction 90,0.00629291
intensity volume,int at vol fraction 10,758
intensity volume,int at vol fraction 90,111
intensity volume,difference vol at int fraction,0.879863
intensity volume,difference int at volume fraction,647
Intensity histogram,mean,56.4668
Intensity histogram,variance,100.554
Intensity histogram,skewness,0.807622
Intensity histogram,kurtosis,0.266368
Intensity histogram,median,55
Intensity histogram,minimum,41
Intensity histogram,10th percentile,45
Intensity histogram,90th percentile,70
Intensity histogram,maximum,90
Intensity histogram,mode,41
Intensity histogram,Interquartile range,13
Intensity histogram,range,49
Intensity histogram,Mean absolut deviation,7.99453
Intensity histogram,Robust mean absolute deviation,5.64269
Intensity histogram,Median absolut deviation,7.87185
Intensity histogram,Coefficient of variation,0.177585
Intensity histogram,Quartile coefficient,0.117117
Intensity histogram,Entropy,5.1888
Intensity histogram,Uniformity,0.0313382
Intensity histogram,Energy,5.74927e+06
Intensity histogram,Maximum histogram gradient,13.5
Intensity histogram,Maximum histogram gradient grey level,46
Intensity histogram,Minimum histogram gradient,-12
Intensity histogram,Minimum histogram gradient grey level,68
glcmFeatures2Davg,joint maximum,0.0594895
glcmFeatures2Davg,joint average,56.2169
glcmFeatures2Davg,joint variance,79.7934
glcmFeatures2Davg,joint entropy,5.54081
glcmFeatures2Davg,difference average,8.25449
glcmFeatures2Davg,difference variance,49.0707
glcmFeatures2Davg,difference entropy,3.55452
glcmFeatures2Davg,sum average,112.434
glcmFeatures2Davg,sum variance,194.166
glcmFeatures2Davg,sum entropy,4.16394
glcmFeatures2Davg,angular second moment,0.0421051
glcmFeatures2Davg,contrast,125.008
glcmFeatures2Davg,dissimilarity,8.25449
glcmFeatures2Davg,inverse difference,0.220078
glcmFeatures2Davg,inverse difference normalised,0.920902
glcmFeatures2Davg,inverse difference moment,0.135184
glcmFeatures2Davg,inverse difference moment normalised,0.985483
glcmFeatures2Davg,inverse variance,0.139921
glcmFeatures2Davg,correlation,0.13849
glcmFeatures2Davg,autocorrelation,3194.61
glcmFeatures2Davg,cluster tendency,194.166
glcmFeatures2Davg,cluster shade,1267.62
glcmFeatures2Davg,cluster prominence,141605
glcmFeatures2Davg,first measure of information correlation,-0.630399
glcmFeatures2Davg,second measure of information correlation,0.986979
glcmFeatures2DDmrg,joint maximum,0.00487154
glcmFeatures2DDmrg,joint average,56.867
glcmFeatures2DDmrg,joint variance,108.749
glcmFeatures2DDmrg,joint entropy,9.77467
glcmFeatures2DDmrg,difference average,9.06985
glcmFeatures2DDmrg,difference variance,64.5675
glcmFeatures2DDmrg,difference entropy,4.62417
glcmFeatures2DDmrg,sum average,113.734
glcmFeatures2DDmrg,sum variance,287.916
glcmFeatures2DDmrg,sum entropy,5.98357
glcmFeatures2DDmrg,angular second moment,0.00145336
glcmFeatures2DDmrg,contrast,147.082
glcmFeatures2DDmrg,dissimilarity,9.06986
glcmFeatures2DDmrg,inverse difference,0.207096
glcmFeatures2DDmrg,inverse difference normalised,0.913951
glcmFeatures2DDmrg,inverse difference moment,0.124442
glcmFeatures2DDmrg,inverse difference moment normalised,0.982989
glcmFeatures2DDmrg,inverse variance,0.129119
glcmFeatures2DDmrg,correlation,0.324464
glcmFeatures2DDmrg,autocorrelation,3269.07
glcmFeatures2DDmrg,cluster tendency,287.916
glcmFeatures2DDmrg,cluster shade,3208.64
glcmFeatures2DDmrg,cluster prominence,267961
glcmFeatures2DDmrg,first measure of information correlation,-0.133266
glcmFeatures2DDmrg,second measure of information correlation,0.867015
glcmFeatures2Dmrg,joint maximum,0.0285621
glcmFeatures2Dmrg,joint average,56.2149
glcmFeatures2Dmrg,joint variance,79.7719
glcmFeatures2Dmrg,joint entropy,7.04162
glcmFeatures2Dmrg,difference average,8.23062
glcmFeatures2Dmrg,difference variance,50.0205
glcmFeatures2Dmrg,difference entropy,4.08471
glcmFeatures2Dmrg,sum average,112.43
glcmFeatures2Dmrg,sum variance,194.495
glcmFeatures2Dmrg,sum entropy,5.05755
glcmFeatures2Dmrg,angular second moment,0.0143157
glcmFeatures2Dmrg,contrast,124.593
glcmFeatures2Dmrg,dissimilarity,8.23062
glcmFeatures2Dmrg,inverse difference,0.219431
glcmFeatures2Dmrg,inverse difference normalised,0.921122
glcmFeatures2Dmrg,inverse difference moment,0.134226
glcmFeatures2Dmrg,inverse difference moment normalised,0.985534
glcmFeatures2Dmrg,inverse variance,0.141392
glcmFeatures2Dmrg,correlation,0.148606
glcmFeatures2Dmrg,autocorrelation,3194.51
glcmFeatures2Dmrg,cluster tendency,194.495
glcmFeatures2Dmrg,cluster shade,1279.83
glcmFeatures2Dmrg,cluster prominence,142373
glcmFeatures2Dmrg,first measure of information correlation,-0.266043
glcmFeatures2Dmrg,second measure of information correlation,0.919072
glcmFeatures2Dvmrg,joint maximum,0.00349715
glcmFeatures2Dvmrg,joint average,56.8669
glcmFeatures2Dvmrg,joint variance,108.627
glcmFeatures2Dvmrg,joint entropy,10.1646
glcmFeatures2Dvmrg,difference average,9.05448
glcmFeatures2Dvmrg,difference variance,64.8058
glcmFeatures2Dvmrg,difference entropy,4.64308
glcmFeatures2Dvmrg,sum average,113.733
glcmFeatures2Dvmrg,sum variance,287.72
glcmFeatures2Dvmrg,sum entropy,6.02652
glcmFeatures2Dvmrg,angular second moment,0.00118361
glcmFeatures2Dvmrg,contrast,146.79
glcmFeatures2Dvmrg,dissimilarity,9.05448
glcmFeatures2Dvmrg,inverse difference,0.207387
glcmFeatures2Dvmrg,inverse difference normalised,0.914091
glcmFeatures2Dvmrg,inverse difference moment,0.1247
glcmFeatures2Dvmrg,inverse difference moment normalised,0.983026
glcmFeatures2Dvmrg,inverse variance,0.129694
glcmFeatures2Dvmrg,correlation,0.324343
glcmFeatures2Dvmrg,autocorrelation,3269.05
glcmFeatures2Dvmrg,cluster tendency,287.719
glcmFeatures2Dvmrg,cluster shade,3201.68
glcmFeatures2Dvmrg,cluster prominence,268012
glcmFeatures2Dvmrg,first measure of information correlation,-0.0589928
glcmFeatures2Dvmrg,second measure of information correlation,0.678895
glcmFeatures3Davg,joint maximum,0.00554049
glcmFeatures3Davg,joint average,56.9214
glcmFeatures3Davg,joint variance,108.553
glcmFeatures3Davg,joint entropy,9.68351
glcmFeatures3Davg,difference average,8.64752
glcmFeatures3Davg,difference variance,60.6272
glcmFeatures3Davg,difference entropy,4.50558
glcmFeatures3Davg,sum average,113.843
glcmFeatures3Davg,sum variance,295.401
glcmFeatures3Davg,sum entropy,5.99704
glcmFeatures3Davg,angular second moment,0.00161734
glcmFeatures3Davg,contrast,138.811
glcmFeatures3Davg,dissimilarity,8.64753
glcmFeatures3Davg,inverse difference,0.223837
glcmFeatures3Davg,inverse difference normalised,0.917822
glcmFeatures3Davg,inverse difference moment,0.14261
glcmFeatures3Davg,inverse difference moment normalised,0.983942
glcmFeatures3Davg,inverse variance,0.146014
glcmFeatures3Davg,correlation,0.364804
glcmFeatures3Davg,autocorrelation,3279.2
glcmFeatures3Davg,cluster tendency,295.401
glcmFeatures3Davg,cluster shade,3366.27
glcmFeatures3Davg,cluster prominence,283610
glcmFeatures3Davg,first measure of information correlation,-0.151152
glcmFeatures3Davg,second measure of information correlation,0.877961
glcmFeatures3DWmrg,joint maximum,0.00394767
glcmFeatures3DWmrg,joint average,56.9171
glcmFeatures3DWmrg,joint variance,108.312
glcmFeatures3DWmrg,joint entropy,10.2284
glcmFeatures3DWmrg,difference average,8.52667
glcmFeatures3DWmrg,difference variance,63.6236
glcmFeatures3DWmrg,difference entropy,4.57902
glcmFeatures3DWmrg,sum average,113.834
glcmFeatures3DWmrg,sum variance,296.919
glcmFeatures3DWmrg,sum entropy,6.05434
glcmFeatures3DWmrg,angular second moment,0.00118138
glcmFeatures3DWmrg,contrast,136.328
glcmFeatures3DWmrg,dissimilarity,8.52668
glcmFeatures3DWmrg,inverse difference,0.227865
